Title,Company,Location,Desc,Link
DSO(PM/PMO/개발자/SaaS 서비스운영자 등) 채용,메가존클라우드(주),서울강남구,"Node.js, 기술지원, 백엔드/서버개발, 앱개발, 웹개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45865229&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
지팬스스마트로 Back-end 분야 채용합니다,지팬스 스마트로,서울서초구,"Node.js, 백엔드/서버개발, 데이터시각화, 빅데이터, Git",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45942722&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
블록체인 솔루션 연구개발 인력 채용,(주)스마트엠투엠,부산해운대구,"Node.js, 블록체인, 솔루션, 정보통신, API",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45931860&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=d3ccbaaf-e613-4498-ab44-8e80decc9a27
풀 스택 웹 개발 포지션 (경력),뉴클(주),서울송파구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45977957&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
케이포시큐리티 부설연구소 연구원(R&D) 모집,케이포시큐리티(주),서울구로구,"Node.js, 정보보안, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45969587&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
Flutter Front-end 개발자,(주)파토스,서울전체,"Node.js, 앱개발, 웹개발, 프론트엔드, SE(시스템엔지니어)",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45293703&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[TenCL] 텐씨엘 기업부설연구소 정규직 모집,(주)텐씨엘,서울강남구,"Node.js, 프론트엔드, Javascript, jQuery, React",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45633067&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[IoTrust] 디센트 프론트엔드 개발,(주)아이오트러스트,서울강남구,"Node.js, 웹개발, 퍼블리셔, 프론트엔드, 반응형웹",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43760721&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
기업부설연구소 IT개발·데이터 경력무관 채용,(주)지엘아이엔에스,대전대덕구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45826615&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
프론트엔드/풀스택 개발자,(주)레이시스,서울서초구,"Node.js, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45757727&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
운영/유지보수 개발자 (프론트엔드) 채용,액트베이스유한책임회사,서울강서구,"Node.js, CSS3, HTML5, Javascript, React-Native",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45733823&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[딥브레인AI] Back-End 개발자 채용 (병특가능),(주)딥브레인에이아이,서울강남구,"Node.js, 백엔드/서버개발, DBMS, Nginx, Apache",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45810357&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[딥브레인AI] Front-End 개발자 채용 (병특가능),(주)딥브레인에이아이,서울강남구,"Node.js, 프론트엔드, CSS, HTML, React",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45810344&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
2023년 DK BMC 컨설팅본부 신입/경력사원 모집,(주)디케이비엠시,서울강남구,"Node.js, 데이터분석가, IT컨설팅, SI개발, 빅데이터",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45880783&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
서버개발(블록체인) 담당 채용,브이피(주),서울중구,"Node.js, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45919959&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[IoTrust] 디센트(D'CENT) 프론트엔드 채용,(주)아이오트러스트,서울강남구,"Node.js, 프론트엔드, Vue.js, 블록체인, 알고리즘",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45944767&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[바다플랫폼] 웹 3.0 개발자(경력무관) 채용 공고,(주)바다플랫폼,부산남구,"Node.js, 웹개발, 블록체인, 핀테크, Git",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45975165&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[제로아이즈] 서버 백엔드 개발자,(주)오래,부산해운대구,"Node.js, 백엔드/서버개발, TypeScript, API, DevOps",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45990460&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
Backend Engineer,(주)데이터메이커,대전전체,"Node.js, 백엔드/서버개발, 웹개발, DBA, SE(시스템엔지니어)",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42303412&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
"서버 백엔드 개발자 (1년 계약직, 정규직 전환 가능)",(주)클레온,서울중구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45771991&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
웹 개발자 채용,(주)데이터에듀,부산해운대구,"Node.js, 반응형웹, AWS, Django, Docker",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45678858&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[이노베이션티(주)] 신입 WEB 개발자 채용,이노베이션티(주),대전서구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, SI개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45654799&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
사업기획/웹디자인/프론트엔드/백엔드/블록체인/웹기획 경력자,주식회사 위즈클라쓰,서울강남구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45905401&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
소프트웨어 백엔드 개발 경력(1년이상) 모집합니다.,위미르(주),경남창원시,"Node.js, 백엔드/서버개발, DBMS, Java, Linux",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45931456&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[콴텍] 금융 IT 모바일 앱 (Android / iOS) 경력 개발자 모집,콴텍(주),서울영등포구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45923838&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
블록체인/풀스택 개발자 경력 채용,주식회사 위즈클라쓰,서울강남구,"Node.js, 백엔드/서버개발, 블록체인, AWS, Docker",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45991164&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
골프장예약시스템 플랫폼개발사업본부 프론트엔드,에이지엘(주),서울광진구,"Node.js, 웹개발, 프론트엔드, API, Angular",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45809312&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
"2023 상반기 개발자 모집합니다(ios, C# 신입/경력)",(주)마이모빌라우드,경기부천시,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45706842&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
2023년 하반기 정기 채용 공고 (신입/경력)-연구개발부문,(주)소네트,대구수성구,"Node.js, 임베디드, 자율주행, H/W, S/W",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45845755&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
백엔드 개발자 정규직 채용,(주)이너버즈,서울강남구,"Node.js, 백엔드/서버개발, 딥러닝, AWS, Docker",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46019649&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
백엔드 개발자 (주니어),(주)브레이크앤컴퍼니,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, DBA",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45916107&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
(주)인터비젼 대구본사 프론트개발자 채용공고,(주)인터비젼,대구수성구,"Node.js, 프론트엔드, CSS, Git, HTML",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46006402&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[경력] Java Web 개발자 모집 [주4일 출근제 도입],(주)라이언앤코,서울강남구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46014211&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[병역특례 보충역] 백엔드 개발자를 구해요 :),(주)페칭,서울서초구,"Node.js, 백엔드/서버개발, 네트워크, API, AWS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45610568&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[티켓베이] 개발 경력자 채용,(주)팀플러스,서울강서구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 유지보수",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45642943&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[경력] Java Web 설계.분석.개발자-매출 1조 신화 중심이 되실분,터치올(주),서울금천구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 퍼블리셔",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45752397&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
(주) 시그마체인 BE 개발팀 각 부분 신입/경력직 채용,(주)시그마체인,대구동구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 클라우드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45832172&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[TaaS] Frontend Engineer for Mobility,현대자동차(주),서울강남구,"Node.js, 데이터분석가, 웹개발, 프론트엔드, Angular",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45881411&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
(주)온결 기업부설연구소 백엔드 개발자 채용,(주)온결,서울성동구,"Node.js, 백엔드/서버개발, 웹개발, API, 아키텍쳐",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45910062&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
뚜누 백엔드 개발자,(주)아트라미,대구남구,"Node.js, AWS, Linux, PostgreSQL, TypeScript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45945248&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
뚜누 프런트 개발자,(주)아트라미,대구남구,"Node.js, Linux, PostgreSQL, React, TypeScript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45990101&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
[보드에프엔씨] 정규직 경력자 대규모 채용,보드에프엔씨주식회사,서울성동구,"Node.js, 백엔드/서버개발, 앱개발, 프론트엔드, React",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46002713&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
프론트엔드 개발자 경력직 모집 - (정규직&계약직),소프트랩스,서울금천구,"Node.js, 프론트엔드, 유지보수, 솔루션, API",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46006802&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=c7d6fdcc-d83f-479d-8ac4-a099d5c4eb68
프론트엔드 개발자 - 경력직 모집,(주)소프트랩스,서울금천구,"Node.js, 프론트엔드, ReactJS, TypeScript, Vue.js",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46009671&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
앱(AOS IOS) 개발자 모집공고,(주)소프트랩스,서울금천구,"Node.js, 앱개발, 웹개발, 프론트엔드, IoT",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46009533&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[경기/안산/시흥/인천] 국비지원 교육연수생 모집(취업연수안내),라인컴퓨터아트학원,경기안산시 단원구,"Node.js, 게임개발, 데이터분석가, 데이터엔지니어, 백엔드/서버개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45225644&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[비드코칭]에서 함께 성장할 [PHP 풀스택 개발자]를 모십니다.,비드코칭연구소(주),대전중구,"Node.js, 유지보수, 웹표준·웹접근성, Apache, MySQL",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45970827&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
주니어 어플리케이션 개발자,(주)가인지캠퍼스,서울마포구,"Node.js, 앱개발, 웹개발, 프론트엔드, Android",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45448393&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
백엔드 개발자를 모십니다.,(주)오렌지보드,부산부산진구,"Node.js, 백엔드/서버개발, 클라우드, RDBMS, AWS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45696098&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
프론트 개발자 경력 채용 (React),코드크레인(유),서울광진구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, 솔루션",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45458259&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[플젝클라우드] 협업 클라우드 서비스 웹 개발(R&D) 경력직 채용,(주)지후소프트,서울영등포구,"Node.js, 기술지원, 백엔드/서버개발, 웹개발, 퍼블리셔",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45751123&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
제주도를 함께 들썩이게 할 풀스택 개발자분을 모십니다.,(주)피플밤,제주제주시,"Node.js, 백엔드/서버개발, 풀스택, Nginx, C++",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45715501&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
"프론트엔드 개발자, UI개발자 신입/경력 채용",(주)디플루이드,서울성동구,"Node.js, 프론트엔드, Git, HTML, Javascript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45714271&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[정규직] 백앤드 모집 인재 모집,(주)바닐라코드,경기성남시 분당구,"Node.js, 백엔드/서버개발, Git, MongoDB, React",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45878027&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[블룸컴퍼니] 웹 주니어 개발자 채용,블룸컴퍼니(주),서울서초구,"Node.js, 앱개발, 웹개발, 프론트엔드, ReactJS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45892214&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[정규직] 앱웹디자이너/프론트엔드 개발자 채용,(주)도커,서울마포구,"Node.js, 웹개발, 퍼블리셔, 프론트엔드, 웹표준·웹접근성",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45916953&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
커피 버티컬 플랫폼 개발 분야 채용,(주)버디버스,서울강남구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45939074&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
백엔드 개발자 경력 채용,코드크레인(유),서울광진구,"Node.js, 백엔드/서버개발, 웹개발, 솔루션, Javascript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45925672&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[주식회사 그래가] 웹개발자 채용(주 5일/부산 근무),(주)그래가,부산부산진구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 그누보드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45962695&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
블록체인 코어 개발자모집,(주)크립티드,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, SI개발, 블록체인",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45975565&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
"[신입/경력] JAVA,HTML,Node 솔루션,프로젝트 개발 정규직 채용",브라더스비(주),서울관악구,"Node.js, 웹개발, HTML, Java, JSP",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45943560&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
웹개발 및 서버관리자 정규직 경력채용,(주)이이에스,부산동구,"Node.js, 백엔드/서버개발, 웹개발, 유지보수, 정보보안",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45991773&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
파더스랩 프론트엔드 개발자 경력직 채용,(주)파더스랩,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, 웹마스터, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46004441&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
IT팀 개발자 공개채용,(주)이쓰리티에스,서울구로구,"Node.js, 백엔드/서버개발, 웹개발, Apache, Javascript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45727629&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[정규직] 게임서버 개발자 채용,(주)게임테일즈,서울구로구,"Node.js, 게임개발, 백엔드/서버개발, C++, C언어",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45818675&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
IT본부(개발 / 유지보수) 공개채용 (신입/경력(1~3년차),(주)이쓰리티에스,서울구로구,"Node.js, 기술지원, 백엔드/서버개발, 웹개발, 유지보수",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45910630&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
응용프로그램 및 웹개발 인재 채용 공고,(주)아톰소프트,서울금천구,"Node.js, 백엔드/서버개발, 프론트엔드, OpenGL, Python",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45952368&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
프론트엔드 개발자 채용,(주)모비텍,부산연제구,"Node.js, 웹개발, 프론트엔드, 반응형웹, Javascript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46000565&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
에듀테크 프론트엔드 개발자 채용,(주)피씨엔씨,경기성남시,"Node.js, 프론트엔드, Apache, Django, Java",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45978222&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
100% 재택근무 프론트엔드 개발자 경력 채용,(주)워킹카우,서울송파구,"Node.js, 앱개발, 웹개발, 프론트엔드, API",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45905724&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
S/W(소프트웨어) 개발 (중간관리자 ~ 팀장급) 채용공고,(주)에이펙스이에스씨,서울강남구,"Node.js, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 웹개발",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45821767&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
백엔드 개발자 채용,(주)렉플,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, API, DBMS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45825600&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
프론트엔드 개발자 정규직 경력채용,(주)보인정보기술,서울금천구,"Node.js, 백엔드/서버개발, 앱개발, 웹개발, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45946296&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
개발팀 경력 채용 [유니와이즈 원격평생교육원],(주)유니와이즈솔루션즈,서울강남구,"Node.js, 웹개발, 프론트엔드, Ajax, CSS",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45994637&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
IT개발(S/W)·헬스케어 데이터(인공지능) 부문 채용,엠디하이(주),경기수원시 영통구,"Node.js, 백엔드/서버개발, 웹개발, 딥러닝, 머신러닝",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45975817&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[boundary] Salesforce 개발자 모집,(주)인베스티,서울용산구,"Node.js, 프론트엔드, ReactJS, TypeScript, API",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45998173&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[서포티] Backend 개발(신입/경력),(주)린온컴퍼니,서울강남구,"Node.js, 백엔드/서버개발, 웹개발, 프론트엔드, ECMAScript",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42926095&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
[협업툴 플로우] 엔터프라이즈 개발자 모집중,마드라스체크(주),서울전체,"Node.js, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=44767602&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
백엔드 개발자,(주)사각,서울마포구,"Node.js, 백엔드/서버개발, 웹개발, 퍼블리셔, 프론트엔드",saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45904912&location=ts&searchword=NODEJS&searchType=search&paid_fl=n&search_uuid=fc5aeab7-a869-4df9-920a-4e307b8f056d
